"National.ID","Currency","Denomination","Closing.date.of.statement","Type.of.statement","Accounting.practice","Number.of.months","Fixed.assets","intangible.fixed.assets","tangible.fixed.assets","other.fixed.assets","Current.assets","stocks","debtors","other.current.assets","cash.and.cash.equivalent","Total.assets","Shareholders.Funds","capital","other.shareholders.funds..incl..reserves.","Non.current.liabilities","long.term.debt","other.non.current.liabilities..incl..provisions.","Current.Liabilities","loans","creditors","other.current.liabilities","Total.shareholders.funds.and.liabilities","Working.capital","Number.of.employees","Operating.revenue","Sales","Costs.of.goods.sold","Gross.profit","Other.operating.expenses","Operating.P.L","Financial.revenue","Financial.expenses","Financial.P.L","P.L.before.taxation","Taxation","P.L.after.taxation","Extraordinary.and.other.revenue","Extraordinary.and.other.expenses","Extraordinary.and.other.P.L","P.L.for.the.period","Export.turnover","Material.costs","Costs.of.employees","Depreciation","Interest.paid","Cash.flow","Added.value","Provisions","Own.Shares","Called.Up.Share.Capital"
"020817441","PLN","3","20201231","0","0","12","1074","8","1066",,"4257","713","2310","1235","1167","5331","732","50","682","235","235",,"4364","1000","1809","1555","5331","1213",,"15119","14594",,,,"-1592","4","37","-33","-1625",,"-1625",,,,"-1625",,"11327","1704","217","37","-1408","333",,,
"141598293","PLN","3","20221231","0","0","12","44944",,"28247","16697","47287","34488","6523","6276","2455","92231","46801","227","46574","11589","11175","415","33840","5218","2452","26171","92231","38560","58","125476","124399",,,,"6879","1671","3468","-1797","5082","1090","3992",,,,"3992",,"100556","5793","675","3467","4667","15018","415",,
"141598293","PLN","3","20211231","0","0","12","40642",,"25008","15635","36832","18832","8915","9085","5703","77474","42809","227","42582","13583","13270","314","21082","5900","1935","13247","77474","25812","62","113252","109734",,,,"7303","869","2279","-1410","5894","453","5441",,,,"5441",,"88811","5006","692","2277","6133","13868","314",,
"141598293","PLN","3","20201231","0","0","12","53240","1","25691","27548","37472","29342","6262","1868","1310","90712","40368","227","40141","25786","25334","452","24558","2703","2208","19647","90712","33395","66","139134","134281",,,,"4648","1889","1378","512","5160","1271","3889",,,,"3889",,"111205","5773","1071","1376","4961","13381","197",,
"141734419","PLN","3","20231231","0","0","12","4088",,"3968","121","14705","12616","1881","208","189","18793","4164","9792","-5628","2831","2774","56","11798","868","1063","9867","18793","13434","15","5794","5560",,,,"-2067","25","153","-128","-2194","2","-2196",,,,"-2196",,"1006","3128","124","150","-2072","1208","56",,
"141734419","PLN","3","20221231","0","0","12","4087",,"3941","146","13520","9419","3531","570","557","17608","6374","9792","-3419","3013","2993","20","8221",,"1208","7014","17608","11743","18","7368","7356",,,,"-766","5","78","-73","-839","-37","-803",,,,"-803",,"1948","2929","156","77","-647","2322","20",,
"141734419","PLN","3","20211231","0","0","12","5863",,"4083","1780","9863","5808","2573","1482","1472","15726","7246","9792","-2546","2958","2938","20","5522",,"1128","4394","15726","7253","18","8460","6506",,,,"85","60","8","52","138","-33","171",,,,"171",,"2496","1374","172","8","343","1692","20",,
"141734419","PLN","3","20201231","0","0","12","5935",,"4247","1688","9298","2442","3658","3198","3187","15233","7075","9792","-2717","3112","3100","12","5045",,"1375","3670","15233","4725","18","4200","3930",,,,"-266","28","3","25","-241","22","-263",,,,"-263",,"1044","304","143","3","-121","208","12",,
"300904710","PLN","3","20211231","0","0","12","1421",,"365","1056","3373","69","2507","797","65","4795","-3341","7387","-10728","202",,"202","7934","2410","3449","2074","4795","-873","1","5317","5150",,,,"2275",,"13","-13","2262",,"2262",,,,"2262",,"306","539","50","4","2312","2855",,,
"300904710","PLN","3","20201231","0","0","12","488","5","353","129","1469","63","1351","55","-4","1957","-5603","7387","-12990","205",,"205","7355","2138","3427","1789","1957","-2013","1","484","356",,,,"-1022",,"26","-26","-1048",,"-1048",,,,"-1048",,"96","159","22","1","-1026","-866",,,
"141785658","PLN","3","20211231","0","0","12","78","55","23",,"3",,"2",,,"80","75","208","-133",,,,"6",,,"6","80","2",,,,,,,"-31",,,,"-31",,"-31",,,,"-31",,,"13",,,"-31","-18",,,
"141785658","PLN","3","20201231","0","0","12","28","5","23",,"43",,"12","31","31","70","55","158","-103",,,,"15",,,"14","70","11",,,,,,,"-33",,,,"-33",,"-33",,,,"-33",,"1","15",,,"-33","-18",,,
"200279697","PLN","3","20231231","0","0","12","20",,"10","10","1059",,"571","488","290","1079","536","100","436",,,,"543",,"193","350","1079","378","16","4020","4007",,,,"247",,"2","-2","245","23","222",,,,"222",,"195","2162","2","2","224","2412",,,
"200279697","PLN","3","20221231","0","0","12","10",,,"10","756",,"428","328","184","766","314","100","214",,,,"452",,"214","238","766","215","15","3040","3028",,,,"94","1",,"1","95","10","85",,,,"85",,"173","1810","60",,"145","1965",,,
"200279697","PLN","3","20211231","0","0","12","10",,,"10","548",,"341","207","93","558","229","100","129",,,,"329",,"117","212","558","224","14","2701","2640",,,,"65",,,,"65","7","58",,,,"58",,"125","1619","1",,"60","1686",,,
"200279697","PLN","3","20201231","0","0","12","30",,"20","10","462",,"246","216","59","491","171","100","71",,,,"320",,"89","232","491","157","11","2600","2543",,,,"84",,"13","-13","71","7","64",,,,"64",,"117","1632","11","13","74","1727",,,
"021059267","PLN","3","20211231","0","0","12","33",,,,"2854",,"545","2309",,"2887","2458","35","2423",,,,,,,,"2887","545",,"2435","2285",,,,"275",,,,"275","21","254",,,,"254",,"60","990","6",,"261","1272",,,
"021059267","PLN","3","20201231","0","0","12","39",,,,"2818",,"673","2145",,"2856","2204","35","2169",,,,,,,,"2856","673",,"2916","2801",,,,"763",,,,"763","62","701",,,,"701",,"80","878","7",,"708","1648",,,
"142070660","PLN","3","20231231","0","0","12","3009","1971","425","613","10777",,"964","9813","6665","13787","4318","208","4110","1982",,"1982","7486",,"5704","1782","13787","-4740","29","27115","26960",,,,"302","426","73","353","655","178","477",,,,"477",,"1620","3944","967","44","1444","5610","1658",,
"142070660","PLN","3","20221231","0","0","12","5133","1557","496","3080","6142",,"578","5564","5344","11275","3971","208","3763","576",,"576","6728",,"5754","974","11275","-5176","28","21540","21416",,,,"323","7","79","-71","252","53","199",,,,"199",,"1390","3104","633","48","832","4038","163",,
"142070660","PLN","3","20211231","0","0","12","3696","982","113","2601","4485",,"530","3955","3885","8180","1602","200","1402","242",,"242","6336",,"5520","816","8180","-4991","23","17421","17152",,,,"-59","1540","106","1434","1375","272","1103",,,,"1103",,"940","2472","489","4","1592","4340","146",,
"142070660","PLN","3","20201231","0","0","12","2367","1414","52","901","4108",,"531","3577","3483","6475","440","200","241","118",,"118","5916",,"4846","1070","6475","-4315","17","14032","13994",,,,"341","4","6","-2","339","48","291",,,,"291",,"90","1757","486","6","777","2588","118",,
"142098405","PLN","3","20221231","0","0","12","4097",,"3282","815","6698","200","4792","1707","1697","10795","5486","50","5436","33","33",,"5277","159","2276","2841","10795","2715","17","5949","5947",,,,"1363",,"26","-26","1337","123","1214",,,,"1217",,"2344","723","59","26","1276","2149",,,
"142098405","PLN","3","20211231","0","0","12","1449",,"1249","200","5204",,"3669","1535","1403","6654","4269","50","4219","33","33",,"2352","66","1566","721","6654","2103","16","4668","4451",,,,"2002","1","68","-67","1935","172","1763",,,,"1763",,"1303","641","57","66","1820","2699",,,
"142098405","PLN","3","20201231","0","0","12","1320",,"1120","200","3037","235","1184","1618","1608","4358","2506","50","2456","249","249",,"1603","51","1552",,"4358","-132","16","3223","3079",,,,"141","15","29","-14","127","40","86",,,,"86",,"1171","633","49","21","136","831",,,
"142142520","PLN","3","20221231","0","0","12","19743","133","5482","14128","272173","471","260014","11688","2085","291916","29137","24","29113","10267",,"10267","252512",,"131454","121058","291916","129031","2043","872364","870373",,,,"26438","2493","2848","-355","26083","-1520","27603",,,,"27603",,"4614","328043","4723","2848","32326","361697","9049",,
"142142520","PLN","3","20211231","0","0","12","19552","295","7692","11565","201977",,"165916","36061","35060","221529","17485","24","17461","9826",,"9826","194218",,"85625","108593","221529","80291","1827","711687","710130",,,,"38410","7","2506","-2499","35911","19278","16633",,,,"16633",,"3261","269730","4269","816","20902","310726","7587",,
"142142520","PLN","3","20201231","0","0","12","19331","423","8004","10905","270947",,"222368","48579","47272","290278","23587","24","23563","7753",,"7753","258939",,"140353","118586","290278","82015","1768","771574","769484",,,,"44270","9","7883","-7874","36397","13072","23325",,,,"23325",,"4674","244578","3762","1414","27087","286151","4820",,
"241503697","PLN","3","20231231","0","0","12",,,,,"355","347",,"8","8","355","35","10","25","320","320",,,,,,"355","347",,,,,,,,,,,,,,,,,,,,,,,,,,,
"241503697","PLN","3","20221231","0","0","12",,,,,"36",,"32","3","3","36","35","10","25",,,,"1",,,"1","36","32",,"568","568",,,,"21",,"10","-10","11","1","10",,,,"10",,,,,"10","10","21",,,
"241503697","PLN","3","20211231","0","0","12",,,,,"25",,,"25",,"25","25","10","15",,,,,,,,"25",,,,,,,,"-3",,,,"-3",,"-3",,,,"-3",,,,,,"-3","-3",,,
"241503697","PLN","3","20201231","0","0","12",,,,,"1",,,"1",,"1","-7","5","-12",,,,,,,,"1",,,,,,,,"-3",,,,"-3",,"-3",,,,"-3",,,,,,"-3","-3",,,
"142318114","PLN","3","20221231","0","0","12","379",,"379",,"1336","57","874","406","401","1716","-198","100","-298",,,,"1913","495","1192","227","1716","-261","14","12773","11702",,,,"527",,"89","-89","438",,"438",,,,"438",,"6176","452","49","89","487","1028",,,
"142318114","PLN","3","20211231","0","0","12","378",,"378",,"1248","40","955","254","249","1626","-636","100","-736",,,,"2262","1604","525","133","1626","469","12","5880","4943",,,,"-547",,"37","-37","-584",,"-584",,,,"-584",,"2800","725","21","37","-563","199",,,
"142318114","PLN","3","20201231","0","0","12","300",,"300",,"1784","40","1453","291","279","2084","-52","100","-152","33","33",,"2103","1164","560","379","2084","933","16","4017","3765",,,,"-611",,"44","-44","-655",,"-655",,,,"-655",,"2168","467","12","44","-643","-133",,,
"142866991","PLN","3","20231231","0","1","12","491",,,"491","3608",,"110","3498","478","4099","1736","145","1591","488",,"488","1875","1504","371",,"4099","-261","1",,,,,,"-738","108","620","-512","-1250",,"-1250",,,,"-1250",,,"449",,,,,,,
"142866991","PLN","3","20221231","0","1","12","491",,,"491","4795",,"275","4520","848","5286","2986","145","2841","488",,"488","1812","1480","332",,"5286","-57","2","1","1",,,,"-694","59","679","-620","-1314","-260","-1054",,,,"-1054",,,"447",,,,,,,
"142866991","PLN","3","20211231","0","1","12","2198",,,"2198","3655","49","186","3420","1402","5853","4040","145","3895","280",,"280","1533","1431","101","1","5853","134","2","1","1",,,,"-628","1359","578","781","153","-96","249",,,,"249",,,"441",,,,,,,
"142866991","PLN","3","20201231","1","1","12","1392",,,"1392","5266","30","568","4668","2531","6658","4149","145","4004","406",,"406","2103","1606","497",,"6658","101",,"944","896",,,,"-586","2042","161","1881","1295","363","933",,,,"933",,,"431","8",,,,,,
"142866991","PLN","3","20201231","0","1","12","878",,,"878","4989","30","286","4673","2530","5867","3791","145","3646","371",,"371","1705","1382","323",,"5867","-7","2","709","699",,,,"-584","2232","416","1816","1232","356","876",,,,"876",,,"419","8",,,,,,
"180711483","PLN","3","20221231","0","0","12","9014",,,,"3967",,"2414","1553",,"12981","11047","18270","-7223",,,,,,,,"12981","2414",,"180","180",,,,"-149",,,,"-149",,"-149",,,,"-149",,"56",,"164",,"15","15",,,
"180711483","PLN","3","20211231","0","0","12","9178",,,,"3558","365","525","2668",,"12736","11221","18270","-7049",,,,,,,,"12736","890",,"204","202",,,,"-51",,,,"-51",,"-51",,,,"-51",,"21",,"164",,"113","113",,,
"180711483","PLN","3","20201231","0","0","12","9342",,,,"2874","365","760","1750",,"12217","11272","18270","-6998",,,,,,,,"12217","1125",,"231","225",,,,"-21",,,,"-21",,"-21",,,,"-21",,"11",,"164",,"143","143",,,
"021704578","PLN","3","20231231","0","0","12",,,,,"5172",,"1907","3265","2276","5172","-9007","3650","-12657","264",,"264","13915",,"977","12937","5172","930","9","17940","76",,,,"792","45","980","-936","-144",,"-144",,,,"-144",,"18","572",,"980","-144","1408","264",,
"021704578","PLN","3","20221231","0","0","12",,,,,"9659",,"58","9602","8379","9659","-8863","3650","-12513","246",,"246","18276",,"1686","16590","9659","-1629","24","14981","69",,,,"735",,"884","-884","-149",,"-149",,,,"-149",,"17","627",,"873","-149","1350","246",,
"021704578","PLN","3","20211231","0","0","12",,,,,"6461",,"1456","5005","4817","6461","-8713","3650","-12363","113",,"113","15062",,"1031","14030","6461","425","11","24408","408",,,,"-2040","2","1750","-1748","-3788",,"-3788",,,,"-3788",,"29","621","1","337","-3787","-2829","113",,
"021704578","PLN","3","20201231","0","0","12","1413",,"1","1413","9032",,"1258","7774","7747","10446","-4574","3650","-8224","72",,"72","14948",,"790","14157","10446","468","13","16904","86",,,,"-837","14","362","-348","-1185","-2","-1183",,,,"-1183",,"23","417","3","279","-1180","-485","72",,
"242807353","PLN","3","20221231","0","0","12","31901",,"21670","10231","21881","9254","5649","6978","6444","53782","45796","12491","33305","1290",,"1290","6696","206","1020","5470","53782","13883","43","39405","37130",,,,"5279","826","43","783","6062",,"6062",,,,"6062",,"14822","3529","4808","43","10870","14443",,,
"242807353","PLN","3","20211231","0","0","12","29584","5","18202","11376","19907","9009","5620","5279","4288","49491","42803","12491","30312","516","206","310","6172","418","982","4772","49491","13646","43","34715","31638",,,,"5697","611","7","605","6302",,"6302",,,,"6302",,"10603","1846","3608","7","9910","11762",,,
"242807353","PLN","3","20201231","0","0","12","23578","18","13865","9696","24264","8747","6812","8704","8196","47842","39911","12491","27420","348","4","344","7583","1656","1067","4860","47842","14492","44","36705","34111",,,,"5549","920","21","899","6448",,"6448",,,,"6448",,"11981","1805","3657","21","10106","11932",,,
"242873108","PLN","3","20231231","0","0","12","53",,,"53","55",,"47","8","8","108","98","27","71","10","10",,,,,,"108","47",,,,,,,"-4","39",,"39","35","4","31",,,,"31",,,,,,"31","35",,,
"242873108","PLN","3","20221231","0","0","12","53",,,"53","48",,"45","4","4","101","66","27","39","35","35",,,,,,"101","45",,,,,,,"-3","37",,"37","33",,"33",,,,"33",,,,,,"33","33",,,
"242873108","PLN","3","20211231","0","0","12","53",,,"53","20",,"18","2","2","73","33","27","6","40","40",,,,,,"73","18",,,,,,,"-3","13",,"13","10",,"10",,,,"10",,,,,,"10","10",,,
"242873108","PLN","3","20201231","0","0","12","3",,,"3","16",,"14","2","2","19","15","27","-12",,,,"4",,,"4","19","14",,,,,,,"-3","13",,"13","10","1","9",,,,"9",,,,,,"9","10",,,
"101403760","PLN","3","20221231","0","0","12","18",,"18",,"527",,"338","189","185","545","43","5","38",,,,"502",,"463","40","545","-125","6","370","370",,,,"2",,,,"2",,"2",,,,"2",,"35","211","14",,"16","227",,,
"101403760","PLN","3","20211231","0","0","12","32",,"32",,"169",,"211","-43","-46","200","40","5","35",,,,"160",,"143","17","200","68",,"131","131",,,,"38",,,,"38","3","36",,,,"36",,"18","31","2",,"38","71",,,
"101403760","PLN","3","20201231","0","0","12",,,,,"13",,"9","4","2","13","5","5",,,,,"8",,"8",,"13","1",,"30","30",,,,"2",,,,"2",,"2",,,,"2",,,,,,"2","2",,,
"101425862","PLN","3","20231231","0","0","12","769",,"142","627","1414","27","577","809","53","2183","924","100","824",,,,"1259","47","135","1077","2183","470",,"318","308",,,,"-133","88","187","-99","-233",,"-233",,,,"-233",,,,,"11","-232","-221",,,
"101425862","PLN","3","20221231","0","0","12","468",,,"467","1674","649","843","182","16","2141","1156","100","1056","30",,"30","955","50","103","802","2141","1389",,"736","736",,,,"553",,"37","-37","516","50","466",,,,"466",,,"5","2","1","468","525","30",,
"101425862","PLN","3","20211231","0","0","12","504",,"2","502","1401","562","549","290","170","1906","690","100","590","31",,"31","1184","20","96","1068","1906","1015",,"756","739",,,,"516","14","72","-58","458","52","406",,,,"406",,"8","3","13","2","418","475","31",,
"101425862","PLN","3","20201231","0","0","12","114","2","111","1","2754","538","891","1325","18","2868","284","100","184","100",,"100","2484","25","120","2339","2868","1309",,"806","803",,,,"602","35","16","19","621","26","595",,,,"595",,"11",,"40","16","635","677","100",,
"302142730","PLN","3","20211231","0","0","12","25089",,"24783","305","21370","9622","6520","5227","4875","46458","11964","2000","9964","10716","5289","5427","23778","2979","10124","10675","46458","6019","198","137287","134938",,,,"5537","11","578","-566","4970","514","4456",,,,"4456",,"87264","11576","2961","443","7418","19950","933",,
"302142730","PLN","3","20201231","0","0","12","18127",,"18003","125","15239","8122","6229","888","703","33367","7507","2000","5507","7828","5346","2481","18032","8411","7551","2069","33367","6800","66","68425","67635",,,,"1846","13","597","-584","1262","274","988",,,,"988",,"40824","4049","2412","514","3400","8237","777",,
"341338798","PLN","3","20231231","0","0","12","60234","3950","11247","45037","20072","261","4803","15007","12646","80306","67816","9950","57865","1928","1725","204","10562","494","2562","7506","80306","2503","58","33377","26524",,,,"4227","1049","1650","-601","3626",,"3626",,,,"3626",,"3750","6629","918","19","4545","11192","190",,
"341338798","PLN","3","20221231","0","0","12","46930","4147","6709","36075","30825","1413","5165","24247","22325","77755","63627","9950","53677","204",,"204","13924","1210","2862","9852","77755","3716","55","26346","22202",,,,"1643","655","147","508","2152","15","2136",,,,"2136",,"4017","5030","692","40","2828","7914","190",,
"341338798","PLN","3","20211231","0","0","12","34341","139","4077","30125","34632","563","11945","22124","20871","68973","56825","9360","47464","13",,"13","12135","5076","3321","3738","68973","9187","40","18955","15159",,,,"2372","117","2311","-2194","177",,"177",,,,"177",,"2173","3185","621","8","798","3991",,,
"341338798","PLN","3","20201231","0","0","12","37601","334","3218","34049","20799",,"7286","13513","10715","58400","46351","4680","41671","15",,"15","12034","8204","2188","1643","58400","5098","42","7618","6426",,,,"664","2504","16","2489","3153","20","3133",,,,"3133",,"951","2239","796","8","3929","6196",,,
"146470190","PLN","3","20231231","0","0","12","24981","1847","38","23096","6852","4874","467","1511","20","31833","25697","37","25660","3228","68","3160","2908",,"1646","1262","31833","3696","7","4656","4270",,,,"676","314","218","97","773",,"773",,,,"773",,"1148","445","647","113","1420","1978",,,
"146470190","PLN","3","20221231","0","0","12","23513","2465","15","21033","3560","2956","520","84","18","27072","18765","37","18728","3390","68","3322","4918",,"3252","1666","27072","224","12","9006","2353",,,,"-2201",,"161","-160","-2361",,"-2361",,,,"-2361",,"34","847","712","96","-1649","-706",,,
"146470190","PLN","3","20211231","0","0","12","11927","69","9","11850","15534",,"189","15345","52","27461","2955","37","2918","14111","68","14043","10396",,"3090","7306","27461","-2901","18","674","660",,,,"-3538","87","325","-238","-3776",,"-3776",,,,"-3776",,"47","1147","132","213","-3644","-2283",,,
"146470190","PLN","3","20201231","0","0","12","8979","11","366","8602","11571","41","2496","9033","1500","20549","6731","37","6695","68","68",,"13751",,"450","13300","20549","2087","22","2519","2291",,,,"-1259","16","343","-327","-1586",,"-1586",,,,"-1586",,"82","707","96","10","-1490","-774",,,
"122776631","PLN","3","20231231","0","0","12","685","442","178","66","5826",,"5475","350","123","6511","2041","57","1984",,,,"4470","747","2883","840","6511","2592","22","22531","21979",,,,"755","5","83","-79","676","199","477",,,,"477",,"1830","5165","791","46","1268","6678",,,
"122776631","PLN","3","20221231","0","0","12","1272","940","266","66","4723","13","3492","1218","733","5995","2133","57","2076",,,,"3861","176","2558","1128","5995","947","25","24321","24236",,,,"1637","20","73","-53","1584","320","1264",,,,"1264",,"1747","4901","473","33","1737","6991",,,
"122776631","PLN","3","20211231","0","0","12","1146","741","354","51","4723",,"2053","2670","2323","5869","1558","57","1501","172","172",,"4139","108","2985","1046","5869","-931","24","21411","21003",,,,"1429","11","47","-36","1392","229","1164",,,,"1164",,"1180","4815","439","15","1602","6661",,,
"122776631","PLN","3","20201231","0","0","12","1031","980",,"52","3738","34","1935","1769","1523","4769","1447","57","1390",,,,"3322","945","1617","759","4769","352","23","14949","14623",,,,"998","104","148","-44","953","225","729",,,,"729",,"657","3237","337","107","1065","4634",,,
"341410308","PLN","3","20231231","0","0","12","2218","17","2201",,"4043","566","3322","156","102","6261","246","10","236",,,,"6015",,"1214","4801","6261","2673",,"19627","18338",,,,"-291","123","288","-165","-455","14","-469",,,,"47",,"7990","3228","248","4","295","3541",,,
"341410308","PLN","3","20221231","0","0","12","1692",,"1692",,"4823","896","3342","585","456","6515","199","10","189","217","217",,"6099",,"2490","3609","6515","1749","32","20472","19839",,,,"72","10","4","6","78","18","61",,,,"61",,"9746","2317","278",,"339","2674",,,
"341410308","PLN","3","20211231","0","0","12","1165",,"1165",,"2474","203","1917","354","224","3639","138",,"138","294","294",,"3207",,"915","2292","3639","1205","23","11774","11558",,,,"-50","37","24","13","-37",,"-37",,,,"-37",,"4672","906","245",,"208","1114",,,
"341410308","PLN","3","20201231","0","0","12","1394",,"1394",,"1879","67","1464","347","225","3272","175","10","165",,,,"3097","336","635","2126","3272","897","18","7936","7659",,,,"128","18","9","9","136","36","100",,,,"100",,"3216","649","253",,"353","1038",,,
"146583215","PLN","3","20221231","0","0","12","86","7","3","76","850",,"520","330","328","936","314","194","120",,,,"622","50","169","402","936","352","2","1728","1728",,,,"158","48","27","21","179","17","162",,,,"162",,"16","241",,,"162","419",,,
"146583215","PLN","3","20211231","0","0","12","86","7","3","76","665",,"373","292","283","751","152","194","-42",,,,"598","50","150","398","751","223","2","1167","1167",,,,"102","14","12","3","104",,"104",,,,"104",,"7","56",,,"104","161",,,
"146583215","PLN","3","20201231","0","0","12","86","7","3","76","599",,"372","227","225","685","35","181","-146",,,,"649",,"186","464","685","186","2","1011","1006",,,,"-134","11","8","3","-131",,"-131",,,,"-131",,"20","245",,,"-131","113",,,
"022277760","PLN","3","20221231","0","0","12","1916",,,"1916","7",,"1","6","6","1923","464","100","364","200","200",,"1259","178",,"1081","1923","1",,,,,,,"-1","700","134","566","565",,"565",,,,"565",,,,,,"565","565",,,
"022277760","PLN","3","20211231","0","0","12","270",,,"270","9",,"1","8","8","279","-101","100","-201","200",,"200","180",,,"180","279","1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"022277760","PLN","3","20201231","0","0","12","270",,,"270","9",,"1","8","8","279","-101","100","-201","200",,"200","180",,,"180","279","1",,"5",,,,,"5",,,,"5",,"5",,,,"5",,,,,,"5","5",,,
"302577830","PLN","3","20221231","0","0","12",,,,,,,,,,"6643",,,,,,,,,,,"6643",,,,,,,,,,,,,,,,,,"1354",,,,,,"1354","1354",,,
"302577830","PLN","3","20211231","0","0","12",,,,,,,,,,"4984",,,,,,,,,,,"4984",,,,,,,,,,,,,,,,,,"1302",,,,,,"1302","1302",,,
"302577830","PLN","3","20201231","0","0","12","701",,,,"3187",,,"3187",,"3888","3411",,"3411",,,,,,,,"3888",,,,,,,,,,,,,,,,,,"512",,,,,,"512","512",,,
"146975270","PLN","3","20231231","0","0","12",,,,,"2004","988","995","21","21","2004","-603","5","-608",,,,"2606",,"2180","427","2004","-197","9","1455","1455",,,,"25",,,,"25","2","23",,,,"23",,"852","382",,,"23","408",,,
"146975270","PLN","3","20221231","0","0","12",,,,,"1661","511","1112","38","38","1661","-626","5","-631",,,,"2286",,"1946","341","1661","-323","15","1525","1525",,,,"22",,,,"22","2","20",,,,"20",,"1054","295",,,"20","317",,,
"146975270","PLN","3","20211231","0","0","12",,,,,"1114","210","889","15","15","1114","-645","5","-650",,,,"1759",,"1579","180","1114","-481","3","757","757",,,,"11",,,,"11","1","10",,,,"10",,"562","114",,,"10","125",,,
"146975270","PLN","3","20201231","0","0","12",,,,,"17",,"10","7","7","17","-655","5","-660",,,,"672",,"7","665","17","3","7","73","49",,,,"-104",,,,"-104",,"-104",,,,"-104",,,"131",,,"-104","26",,,
"302629773","PLN","3","20221231","0","0","12","3165",,"3165",,"8524","7449","660","415","396","11688","9247","200","9047",,,,"2442","350","989","1103","11688","7120","13","74435","74422",,,,"4779","806","879","-73","4706",,"4706",,,,"4706",,"64137","1446","299","1","5005","6452",,,
"302629773","PLN","3","20211231","0","0","12","2502",,"2502",,"8768","3367","5018","383","353","11270","5021","200","4821",,,,"6249","813","3717","1719","11270","4668","10","56620","56057",,,,"1562","292","403","-111","1451","292","1159",,,,"1159",,"49865","951","141",,"1301","2544",,,
"302629773","PLN","3","20201231","0","0","12","591",,"591",,"10712","3157","4116","3438","3435","11302","3861","200","3661",,,,"7441","858","4671","1911","11302","2602","6","32374","32361",,,,"1123","291","298","-7","1115","227","889",,,,"889",,"27190","581","38",,"927","1735",,,
"147137676","PLN","3","20221231","0","0","12","995","805","115","76","4349","68","3581","701","177","5344","-230","10","-240","3399","3399",,"2175",,"711","1465","5344","2937","15","8342","7038",,,,"2645",,"97","-97","2548","201","2346",,,,"2346",,"663","1266","712","95","3059","4621",,,
"147137676","PLN","3","20211231","0","0","12","1715","1449","191","76","1104","41","978","86","63","2820","-2577","10","-2587","3875","3875",,"1521",,"77","1444","2820","941","15","5696","4899",,,,"1740",,"68","-68","1671","27","1644",,,,"1644",,"155","1081","895","68","2539","3716",,,
"147137676","PLN","3","20201231","0","0","12","2421","2093","252","76","1060",,"704","355","314","3481","-4221","10","-4231","5721","5721",,"1981",,"102","1879","3481","603","12","2239","1787",,,,"-601",,"167","-167","-768",,"-768",,,,"-768",,"99","929","789","167","21","1117",,,
"147277377","PLN","3","20221231","0","0","12","10",,,"10","381",,"90","291","291","391","335","5","330",,,,"56",,"22","34","391","68","2","678","651",,,,"25","13","3","10","34",,"34",,,,"34",,"513","94",,,"34","128",,,
"147277377","PLN","3","20211231","0","0","12","10",,,"10","375",,"123","252","252","385","337","5","332",,,,"47",,"21","27","385","102","2","1116","1116",,,,"-12","44","3","41","30",,"30",,,,"30",,"1002","91",,"3","30","124",,,
"147277377","PLN","3","20201231","0","0","12","10",,,"10","708",,"300","407","407","718","626","5","621","41","41",,"51",,"18","33","718","282","2","2623","2619",,,,"376","19","9","10","387","70","317",,,,"317",,"1838","25",,"9","317","420",,,
"101335024","PLN","3","20221231","0","0","12","5","1","4",,"1148",,"610","538","477","1152","1","3","-2",,,,"1151",,"404","747","1152","206","7","3897","3873",,,,"1272",,"4","-4","1268","122","1146",,,,"1146",,"101","654","2",,"1148","1924",,,
"101335024","PLN","3","20211231","0","0","12","7","1","6",,"969",,"200","769","683","976","256","3","253",,,,"720",,"198","521","976","1","10","4002","3863",,,,"1892",,"3","-3","1889","188","1701",,,,"1701",,"83","578","2",,"1704","2470",,,
"101335024","PLN","3","20201231","0","0","12","9","1","8",,"941",,"51","890","799","950","393","3","390",,,,"557",,"274","283","950","-222","9","3037","3006",,,,"1395","12",,"12","1407",,"1407",,,,"1407",,"96","549","13",,"1420","1969",,,
"181141906","PLN","3","20221231","0","0","12",,,,,"420",,"96","324",,"420","217","5","212",,,,,,,,"420","96","2","2311","325",,,,"124",,,,"124",,"124",,,,"124",,,,,,"124","124",,,
"181141906","PLN","3","20211231","0","0","12",,,,,"276",,"57","219",,"276","93","5","88",,,,,,,,"276","57","3","754","93",,,,"-47",,,,"-47",,"-47",,,,"-47",,,,,,"-47","-47",,,
"181141906","PLN","3","20201231","0","0","12","5",,,,"565",,"88","477",,"570","140","5","135",,,,,,,,"570","88","9","1323","19",,,,"-326",,,,"-326",,"-326",,,,"-326",,,,,,"-326","-326",,,
"321556832","PLN","3","20201231","0","0","12","7560","125","5438","1998","4287","323","1806","2158","353","11847","5638","5000","638","2160","2160",,"4048","432","61","3555","11847","2067","11","3494","2992",,,,"-496","112","114","-2","-498",,"-498",,,,"-498",,"274","717","1176","110","678","1506",,,
"147355255","PLN","3","20231231","0","0","12","791","784","1","6","1247","1","233","1013","957","2039","627","24","602",,,,"1412","147","1246","19","2039","-1013",,"13089","13088",,,,"-233","8","27","-19","-252",,"-252",,,,"-252",,"12525","150","176","27","-76","101",,,
