"COMPANY_NUMBER","CO_NUMBER","VAT_NUMBER","NAME","TRADING_NAME","ALIAS_NAME","PREVIOUS_NAME1","PREVIOUS_NAME2","ADDRESS1","ADDRESS2","ADDRESS3","TOWN","ADDRESS5","ZIP","REGION","COUNTRY","PHONE","MARKETING_ALLOWED","EMAIL","WEBSITE","STATUS","DATE_OF_CHANGE","TYPE","LEGAL_FORM","INCORP_DATE","REG_TYPE","ACTIVITY_CODE","CREDITWORTHY","CREDITSCORE","CREDIT_SCORE_DEFINITION","CREDIT_LIMIT","LATEST_ACCOUNTS","CONSOLIDATED_ACCOUNTS","CURRENCY","LATEST_TURNOVER","PRE.TAX_PROFIT","PROFIT","EMPLOYEES","TURNOVER_BAND","TOTAL_FIXED_ASSETS","TOTAL_CURRENT_ASSETS","TOTAL_CURRENT_LIABILITIES","TOTAL_LONG_TERM_LIABILITIES","SHAREHOLDERS_FUNDS","NET_WORTH","WORKING_CAPITAL","CURRENT_RATIO","PRE.TAX_PROFIT_MARGIN","RETURN_ON_TOTAL_ASSETS_EMPLOYED","TOTAL_DEBT_RATIO","CURRENT_DEBT_RATIO","SHARE_CAPITAL"
513817,1013817,7272785705,"CGO Legal Chajdas Gawlak Owczarek sp.k.",,"101335024",,,"Łąkowa 3/5",,,"Łódź",,"90-562","Łódzkie","PL","4842 6636503",,"office@ogolegal.pl","cgolegal.pl",1,"08-08-2023","HEAD OFFICE","limited partnership",2012,"LIMITED","6910Z","Y",3,"acceptable condition, the company does not reveal significant problems.",230,"31-12-2022","N","PLN",3872.75,1267.59,1145.88,7,,4.66,1147.69,1151.16,,1.2,-1.9,-3.47,1,32.73,110,960.8,960.8,3.1
517971,1017971,7962965359,"Asapon Sp. z o.o.",,"147353799",,,"Marynarska 21",,,"Warszawa",,"02-674","Mazowieckie","PL","4822 1100117",,"biuro@asapon.pl","asapon.pl",1,"18-01-2022","HEAD OFFICE","limited liability company",2014,"LIMITED","8299Z","N",,"",,"31-12-2017","N","PLN",5554.45,291.7,198.52,5,,3595.56,12796.74,15369.17,0,1023.14,923.14,-2572.42,0.83,5.25,1.78,15.02,15.02,100
520222,1020222,5170367535,"Iss Projekt Sp. z o.o.",,"181141906",,,"Geodetów 1 lok. 120",,,"Rzeszów",,"35-328","Podkarpackie","PL","",,"","",1,"14-05-2024","HEAD OFFICE","limited liability company",2014,"LIMITED","8559B","N",3,"acceptable condition, the company does not reveal significant problems.",,"31-12-2022","N","PLN",324.67,124.06,124.06,2,,0,420.4,,,216.96,,,,38.21,29.51,,,5
522644,1022644,8513177618,"Ip Holdings Poland Sp. z o.o.",,"321556832",,,"Stanisława Więckowskiego 2 lok. 3",,,"Szczecin",,"70-411","Zachodniopomorskie","PL","4891 8203298",,"biuro@meon.pl","meon.pl",1,"03-10-2023","HEAD OFFICE","limited liability company",2014,"LIMITED","7739Z","N",,"",,"31-12-2020","N","PLN",2992.44,-497.86,-497.86,11,,7560.12,4286.68,4048.1,2160.48,5638.22,638.22,238.58,1.06,-16.64,-4.2,1.1,0.72,5000
525339,1025339,5272717938,"Gopay Sp. z o.o.",,"147355255",,,"Promienna 10",,,"Warszawa",,"03-672","Mazowieckie","PL","4822 2993423",,"biuro@gopay.com.pl","gopay24.pl",1,"25-06-2024","HEAD OFFICE","limited liability company",2014,"LIMITED","6209Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"31-12-2023","N","PLN",13087.91,-251.98,-251.98,,,791.23,1247.31,1411.98,,626.55,602.15,-164.67,0.88,-1.93,-12.36,2.25,2.25,24.4
525684,1025684,5272721124,"Zao Enterprise Sp. z o.o.",,"147440506",,,"Górczewska 53",,,"Warszawa",,"01-401","Mazowieckie","PL","",,"biuro.zao@gmail.com","www.zao24.pl",1,"05-10-2021","HEAD OFFICE","limited liability company",2014,"LIMITED","2059Z","N",,"",,"31-12-2018","N","PLN",968.36,8.29,8.29,0,,114.01,1563.11,1230.88,,446.24,41.24,332.23,1.27,0.86,0.49,2.76,2.76,405
533029,1033029,7773243961,"Horizon Business Hub Sp. z o.o.",,"360217083",,,"Graniczna 19",,,"Lublin",,"20-010","Lubelskie","PL","48 609181714",,"albert.smektalski@gmail.com","",1,"16-04-2024","HEAD OFFICE","limited liability company",2014,"LIMITED","7120B","Y",3,"acceptable condition, the company does not reveal significant problems.",150,"31-12-2022","N","PLN",3118.97,697.58,667.59,5,,6837.23,2613.19,2430.42,177.44,6842.55,6837.35,182.76,1.08,22.37,7.38,0.38,0.36,5.2
538684,1038684,5213686745,"Pret Nieruchomości Sp. z o.o.",,"360633232",,,"Postępu 13",,,"Warszawa",,"02-676","Mazowieckie","PL","48 506000790",,"wydawnictwo@pret.com.pl","www.pret.com.pl",1,"27-02-2024","HEAD OFFICE","limited liability company",2015,"LIMITED","6820Z","Y",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",500,"31-12-2022","N","PLN",64.47,365.99,131.44,3,,25783.37,21153.94,19781.09,,42965.72,-2093.78,1372.85,1.07,567.69,0.58,0.46,0.46,45059.5
537819,1037819,6342834160,"Hyperview Sp. z o.o.",,"360225711",,,"Chorzowska 50",,,"Gliwice",,"44-100","Śląskie","PL","4832 4207354",,"sekretariat@hyperview-gl.pl","www.hyperview.pl",1,"04-06-2024","HEAD OFFICE","limited liability company",2014,"LIMITED","6201Z","N",0,"very severe condition (i.e. a direct threat of bankruptcy).",,"31-12-2023","N","PLN",4406.19,-1333.14,-1333.14,19,,370.52,741.03,2821.66,,-1710.11,-1848.11,-2080.63,0.26,-30.26,-119.94,-1.65,-1.65,138
541749,1041749,7822579946,"BGL Invest Consulting Sp. z o.o.",,"360701235",,,"Braniborska 7 lok. 2",,,"Wrocław",,"53-680","Dolnośląskie","PL","48 696468552",,"info@ready2go.com.pl","ready2go.com.pl",1,"02-01-2024","HEAD OFFICE","limited liability company",2015,"LIMITED","7022Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"31-12-2021","N","PLN",843.31,112.16,94.88,,,219.76,437.46,,,153.56,,,,13.3,17.07,,,100
558092,1058092,8393177247,"Apartamenty Sp. z o.o.",,"222182590",,,"al. 3 Maja 11",,,"Słupsk",,"76-200","Pomorskie","PL","48 505665450",,"rezerwacja@apartamenty-slupsk.pl","www.apartamenty-slupsk.pl",1,"22-08-2023","HEAD OFFICE","limited liability company",2014,"LIMITED","5520Z","Y",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",20,"31-12-2022","N","PLN",355.49,42.72,38.29,,,4540.48,882.34,42.81,3968.46,1411.55,1406.55,839.53,20.61,12.02,0.79,2.84,0.03,5
557235,1057235,8961543007,"Mtl Sp. z o.o.",,"361503922",,,"Łąkowa 2 B",,,"Święta Katarzyna",,"55-010","Dolnośląskie","PL","4871 8890248",,"","www.mtl.biz.pl",1,"09-01-2024","HEAD OFFICE","limited liability company",2015,"LIMITED","4941Z","N",0,"very severe condition (i.e. a direct threat of bankruptcy).",,"31-12-2022","N","PLN",33511.35,-1763.29,-1763.29,,,399.69,3804.88,14135.68,,-9931.11,-9936.11,-10330.8,0.27,-5.26,-41.94,-1.42,-1.42,5
557220,1057220,8952044428,"Medcervin Sp. z o.o.",,"361501691",,,"Marii Konopnickiej 15b",,,"Wrocław",,"51-141","Dolnośląskie","PL","4871 7360085",,"biuro@medcervin.com","www.medcervin.com",1,"22-08-2023","HEAD OFFICE","limited liability company",2015,"LIMITED","4646Z","N",1,"poor condition, highly probable problems with solvency.",,"31-12-2022","N","PLN",38.13,-203.61,-213.86,,,6398.81,256.53,,,4118.93,,,,-533.98,-3.06,,,4622
573573,1073573,7123299856,"NETRIX S.A.",,"362418868",,,"Wojciechowska 31",,,"Lublin",,"20-704","Lubelskie","PL","4881 7480834",,"biuro@netrix.com.pl","www.sa.netrix.com.pl",1,"12-03-2024","HEAD OFFICE","joint-stock company",2015,"LIMITED","7219Z","Y",4,"good condition, debts and liabilities are settled on time, promising prospects for the further development.",1100,"31-12-2022","N","PLN",23246.73,4680.14,4680.14,92,,31785.07,17685.24,27211.38,6260.8,15998.13,15798.13,-9526.14,0.65,20.13,9.46,2.09,1.7,200
570925,1070925,7543096605,"Dreman Sp. z o.o.",,"362217064",,,"Oleska 6",,,"Opole",,"45-052","Opolskie","PL","4877 5477060",,"biuro@dreman.eu","www.dreman.eu",1,"30-05-2023","HEAD OFFICE","limited liability company",2015,"LIMITED","7820Z","Y",3,"acceptable condition, the company does not reveal significant problems.",570,"31-08-2022","N","PLN",78832.25,3102.34,2491.13,138,,11334.98,20439.3,15056.3,3866.31,12881.67,12831.67,5383,1.36,3.94,9.75,1.47,1.17,50
593248,1093248,6751529603,"Inwestor Group Sp. z o.o.",,"363281495",,,"Sołtysowska 12b lok. Lu4",,,"Kraków",,"31-589","Małopolskie","PL","4812 6863056",,"finanse@inwestor.krakow.pl","www.inwestor.krakow.pl",1,"09-01-2024","HEAD OFFICE","limited liability company",2015,"LIMITED","6920Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"31-12-2022","N","PLN",70.99,-6.03,-6.03,,,232,117.33,,,300.26,,,,-8.5,-1.73,,,
598501,1098501,5862303296,"Anywhere.To Sp. z o.o.",,"363576090",,,"Trębacka 4",,,"Warszawa",,"00-074","Mazowieckie","PL","48 536533802",,"contact@anywhere.to","www.anywhere.to",1,"29-08-2023","HEAD OFFICE","limited liability company",2016,"LIMITED","3514Z","N",1,"poor condition, highly probable problems with solvency.",,"31-12-2022","N","PLN",873.58,38.83,37,,,41.91,382.23,425.35,105.94,-107.16,-113.16,-43.13,0.9,4.44,9.15,-4.96,-3.97,6
606168,1106168,7010556814,"Bts System Sp. z o.o. sp.k.",,"363905866",,,"Nowogrodzka 50 lok. 515",,,"Warszawa",,"00-695","Mazowieckie","PL","4876 8502212",,"office@btssystem.eu","www.btssystem.eu",1,"29-08-2023","HEAD OFFICE","limited partnership",2016,"LIMITED","2599Z","Y",3,"acceptable condition, the company does not reveal significant problems.",70,"31-12-2022","N","PLN",1620.37,358.05,344.99,5,,36.48,3493.13,2377.62,625.22,526.78,511.96,1115.51,1.47,22.1,10.14,5.7,4.51,14.82
945974,1103756,5223055006,"Global Metal Sp. z o.o.",,"363788188",,,"Narwik 17b lok. 25",,,"Warszawa",,"01-471","Mazowieckie","PL","48 506264111",,"dominik@globalmetal.pl","globalmetal.pl",1,"25-06-2024","HEAD OFFICE","limited liability company",2016,"LIMITED","4677Z","Y",4,"good condition, debts and liabilities are settled on time, promising prospects for the further development.",90,"31-12-2022","N","PLN",58060.98,397.21,295.89,25,,1802.93,7050.91,3219.17,3238.69,2395.98,2390.98,3831.74,2.19,0.68,4.49,2.7,1.34,5
608504,1108504,8961549659,"Dolnośląskie Centrum Logistyczne M & M Sp. z o.o.",,"364108439",,,"Wrocławska 49",,,"Długołęka",,"55-095","Dolnośląskie","PL","",,"kontakt@dcl.com.pl","",1,"21-05-2024","HEAD OFFICE","limited liability company",2016,"LIMITED","5210B","Y",5,"very good situation in the company, debts and liabilities are settled on time, solvency is retained, financial/material resources for R&D or implementation of new investments are available.",8,"31-12-2023","N","PLN",96,7.68,6.99,,,2,46.42,14.7,,33.73,23.73,31.73,3.16,8,15.86,0.44,0.44,10
606624,1106624,7010557481,"B&B Konstrukcje Sp. z o.o.",,"363923226",,,"Mokotowska 15a lok. 1b",,,"Warszawa",,"00-640","Mazowieckie","PL","48 601327413",,"","",1,"17-05-2023","HEAD OFFICE","limited liability company",2016,"LIMITED","4399Z","N",,"",,"31-12-2017","N","PLN",1151.02,275.74,233.72,,,27.56,587.23,231.95,,243.93,238.93,355.28,2.53,23.96,44.85,0.95,0.95,5
616855,1116855,7010574930,"Rsystem Sp. z o.o.",,"364394155",,,"Aleje Jerozolimskie 85 lok. 21",,,"Warszawa",,"02-001","Mazowieckie","PL","48 509354396",,"biuro@r-system.pl","",1,"22-08-2023","HEAD OFFICE","limited liability company",2016,"LIMITED","4613Z","Y",3,"acceptable condition, the company does not reveal significant problems.",60,"31-12-2022","N","PLN",4718.94,247.77,219,,,28.38,2336.88,1570.85,391.41,403,303,766.03,1.49,5.25,10.48,4.87,3.9,100
623978,1123978,5213738896,"Techlub Sp. z o.o.",,"364737359",,,"Kłobucka 23c lok. 110",,,"Warszawa",,"02-699","Mazowieckie","PL","",,"","",1,"03-10-2023","HEAD OFFICE","limited liability company",2016,"LIMITED","7022Z","N",,"",,"31-12-2020","N","PLN",,-0.71,-0.71,0,,2,0.17,,,-2.7,,,,,-32.52,,,
633228,1133228,5641789797,"Va Banque Sp. z o.o.",,"365224372",,,"Fryderyka Chopina 41 lok. 2",,,"Lublin",,"20-023","Lubelskie","PL","48 690880078",,"jakubokon@onet.eu","",1,"20-02-2024","HEAD OFFICE","limited liability company",2016,"LIMITED","4520Z","N",4,"good condition, debts and liabilities are settled on time, promising prospects for the further development.",,"31-12-2022","N","PLN",681.19,175.88,173.42,2,,0,738.3,194.38,,543.92,293.92,543.92,3.8,25.82,23.82,0.36,0.36,250
640799,1140799,7773264839,"Park Technologiczny Inventum Sp. z o.o.",,"364718037",,,"Elżbiety Drużbackiej 3 lok. 3",,,"Poznań",,"60-745","Wielkopolskie","PL","",,"","",1,"13-02-2024","HEAD OFFICE","limited liability company",2016,"LIMITED","6820Z","N",1,"poor condition, highly probable problems with solvency.",,"31-12-2022","N","PLN",0,0,0,,,9845.44,2975.43,,109.63,12711.23,12706.23,2975.43,,,0,0.01,,5
638872,1138872,5272780836,"Weco - Travel Services Sp. z o.o.",,"365481229",,,"Aleja Jana Pawła II 27",,,"Warszawa",,"00-867","Mazowieckie","PL","4822 4396800",,"","www.wecotravel.pl",1,"04-07-2023","HEAD OFFICE","limited liability company",2016,"LIMITED","7911B","Y",3,"acceptable condition, the company does not reveal significant problems.",1100,"31-12-2022","N","PLN",320527,3380,2684,116,,5915,34613,32281,125,8122,4117,2332,1.07,1.05,8.34,3.99,3.97,4005
654010,1154010,7010644317,"Animex Kutno Sp. z o.o.",,"366135080",,,"Tytusa Chałubińskiego 8",,,"Warszawa",,"00-613","Mazowieckie","PL","4824 3575900",,"biuro@animex.pl","www.animex.pl",1,"06-02-2024","HEAD OFFICE","limited liability company",2016,"LIMITED","1011Z","Y",4,"good condition, debts and liabilities are settled on time, promising prospects for the further development.",4700,"31-12-2022","N","PLN",1282604.59,49782.72,44861.03,1050,,414570.33,211562.38,215262.84,451.07,410418.81,408468.36,-3700.46,0.98,3.88,7.95,0.53,0.52,1950.45
666136,1166136,7252185505,"Kuoo Tamizo Sp. z o.o.",,"366661962",,,"Tramwajowa 17b lok. U14",,,"Łódź",,"90-132","Łódzkie","PL","48 608512222",,"kasia@kuoo.pl","www.minimall.one",1,"25-06-2024","HEAD OFFICE","limited liability company",2017,"LIMITED","4759Z","Y",3,"acceptable condition, the company does not reveal significant problems.",9,"31-12-2023","N","PLN",1841.92,43.25,35.5,2,,1,695.86,526.92,,169.94,164.94,168.94,1.32,2.35,6.21,3.1,3.1,5
666428,1166428,6653006264,"Im Caganowscy Sp. z o.o.",,"366712323",,,"Długosza 16",,,"Posada",,"62-530","Wielkopolskie","PL","48 601759598",,"","",1,"13-09-2023","HEAD OFFICE","limited liability company",2017,"LIMITED","4941Z","Y",3,"acceptable condition, the company does not reveal significant problems.",350,"31-12-2022","N","PLN",40409.58,871.47,630.62,64,,12890.96,8701.87,8844.83,5023.14,7724.85,6054.85,-142.96,0.98,2.16,4.04,1.8,1.14,1670
673204,1173204,5223088939,"Terra Nigra Sp. z o.o.",,"367033104",,,"Stawy 5",,,"Warszawa",,"02-467","Mazowieckie","PL","",,"","",1,"03-10-2023","HEAD OFFICE","limited liability company",2017,"LIMITED","4519Z","N",,"",,"31-12-2020","N","PLN",9877.99,753.19,611.03,3,,1988.44,4617.76,1071.52,,5534.69,5484.69,3546.24,4.31,7.62,11.4,0.19,0.19,50
689923,1189923,7712893015,"Monadith Sp. z o.o.",,"367959534",,,"Belzacka 97b",,,"Piotrków Trybunalski",,"97-300","Łódzkie","PL","48 601229340",,"","",1,"28-05-2024","HEAD OFFICE","limited liability company",2017,"LIMITED","7320Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"31-12-2023","N","PLN",11806.94,-47.14,-47.14,25,,0,2145.42,1153.95,,991.46,941.46,991.46,1.86,-0.4,-2.2,1.16,1.16,50
690446,1190446,5130251192,"Proteine Resources Sp. z o.o.",,"368033566",,,"Jesionowa 11",,,"Masłomiąca",,"32-091","Małopolskie","PL","48 696122991",,"office@proteineresources.com","www.proteineresources.com",1,"10-10-2023","HEAD OFFICE","limited liability company",2017,"LIMITED","0149Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"31-12-2022","N","PLN",464.95,-320.31,-320.31,1,,1019.66,869.54,,,21.16,,,,-68.89,-16.95,,,7
694070,1194070,8943113503,"Bonasoft Sp. z o.o.",,"368227164",,,"Krakowska 52",,,"Wrocław",,"50-425","Dolnośląskie","PL","4871 7575858",,"biuro@bonasoft.pl","www.bonasoft.pl",1,"03-07-2024","HEAD OFFICE","limited liability company",2017,"LIMITED","6201Z","Y",3,"acceptable condition, the company does not reveal significant problems.",210,"31-12-2023","N","PLN",18746.69,465.35,465.35,27,,885.87,7252.04,4572.5,,3565.42,2565.42,2679.54,1.59,2.48,5.72,1.28,1.28,1000
709100,1209100,5252735005,"MBM Service Sp. z o.o.",,"369113020",,,"Lęborska 22d lok. 9",,,"Gdańsk",,"80-387","Pomorskie","PL","48 533143498",,"mbm.biuro@onet.pl","",1,"17-05-2023","HEAD OFFICE","limited liability company",2018,"LIMITED","3511Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"31-12-2021","N","PLN",189.08,-85.88,-85.88,16,,140.28,61.24,14.24,,187.28,-17.72,47,4.3,-45.42,-42.62,0.08,0.08,205
708497,1208497,1231381497,"Helpa Sp. z o.o.",,"368972063",,,"Żabia 40",,,"Henryków-Urocze",,"05-504","Mazowieckie","PL","48 795767679",,"kontakt@helpa.pl","www.helpa.pl",1,"28-05-2024","HEAD OFFICE","limited liability company",2017,"LIMITED","4711Z","Y",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",10,"31-12-2023","N","PLN",13550.16,52.43,12.6,0,,349.88,3709.65,2749.93,,1309.6,1299.6,959.72,1.35,0.39,1.29,2.1,2.1,10
712704,1212704,9442258154,"Leenlife Pharmafoods Sp. z o.o.",,"369216688",,,"Generała Juliana Filipowicza 2 lok. 7",,,"Kraków",,"30-611","Małopolskie","PL","",,"zbipow@gmail.com","www.novelnatur.com",1,"23-01-2024","HEAD OFFICE","limited liability company",2018,"LIMITED","1089Z","N",3,"acceptable condition, the company does not reveal significant problems.",,"31-12-2022","N","PLN",0,0.49,0.49,0,,5,6.87,1.23,,10.64,0.64,5.64,5.58,,4.13,0.12,0.12,10
738237,1238237,7471909535,"GSMA 24 Sp. z o.o.",,"369822644",,,"Czereśniowa 1",,,"Otmuchów",,"48-385","Opolskie","PL","4874 8513499",,"info@gsma24.pl","gsma24.pl",1,"03-07-2024","HEAD OFFICE","limited liability company",2018,"LIMITED","8810Z","N",1,"poor condition, highly probable problems with solvency.",,"31-12-2023","N","PLN",34.45,-2.55,-2.55,,,0.01,142.01,,,136.22,,,,-7.39,-1.79,,,5
743101,1243101,8971857977,"Woosabi Sp. z o.o.",,"380934060",,,"Braniborska 14",,,"Wrocław",,"53-680","Dolnośląskie","PL","48 789146225",,"office@woosabi.pl","www.woosabi.pl/wroclaw",1,"08-08-2023","HEAD OFFICE","limited liability company",2018,"LIMITED","5610A","N",0,"very severe condition (i.e. a direct threat of bankruptcy).",,"31-12-2022","N","PLN",2013.6,-73.24,-79.85,,,581.99,298.53,1013.13,,-132.6,-137.6,-714.6,0.29,-3.64,-8.32,-7.64,-7.64,5
757736,1257736,5170395833,"Reszka Sp. z o.o.",,"381802336",,,"Jana Twardowskiego 9",,,"Rzeszów",,"35-302","Podkarpackie","PL","",,"biuro@reszka.biz.pl","",1,"21-11-2023","HEAD OFFICE","limited liability company",2018,"LIMITED","4711Z","Y",3,"acceptable condition, the company does not reveal significant problems.",90,"31-12-2022","N","PLN",60948.99,265.4,209.46,156,,6174.39,8724.25,4290.11,516.1,10092.43,10087.43,4434.14,2.03,0.44,1.78,0.48,0.43,5
771757,1271757,7010907076,"Smarte Pflege Sp. z o.o.",,"382569445",,,"Poznańska 21 lok. 48",,,"Warszawa",,"00-685","Mazowieckie","PL","",,"","",1,"30-05-2023","HEAD OFFICE","limited liability company",2019,"LIMITED","8810Z","N",,"",,"","","PLN",,,,,,,,,,,,,,,,,,
773180,1273180,7792503386,"Pikralida Sp. z o.o.",,"382576965",,,"Uniwersytetu Poznańskiego 10",,,"Poznań",,"61-614","Wielkopolskie","PL","48 534662201",,"j.lipner@pikralida.eu","pikralida.eu",1,"21-05-2024","HEAD OFFICE","limited liability company",2019,"LIMITED","7219Z","N",1,"poor condition, highly probable problems with solvency.",,"31-12-2022","N","PLN",1828.21,-528.87,-528.87,22,,1325.29,5747.98,6270.08,1650,-846.81,-882.81,-522.1,0.92,-28.93,-7.48,-9.35,-7.4,36
775533,1275533,5213859128,"Werde Sp. z o.o.",,"382767040",,,"Powązkowska 15",,,"Warszawa",,"01-797","Mazowieckie","PL","48 793346589",,"biuro@werde.com.pl","werde.pl",1,"17-10-2023","HEAD OFFICE","limited liability company",2019,"LIMITED","8130Z","Y",3,"acceptable condition, the company does not reveal significant problems.",120,"31-12-2022","N","PLN",10356.68,695.05,543.47,14,,110.3,3031.37,2045.53,,1096.13,1091.13,985.83,1.48,6.71,22.12,1.87,1.87,5
791284,1291284,1182196273,"Headhunters Sp. z o.o.",,"383658642",,,"Brzozowa 42a",,,"Kajetany",,"05-830","Mazowieckie","PL","",,"","",1,"30-05-2023","HEAD OFFICE","limited liability company",2019,"LIMITED","0128Z","N",,"",,"","","PLN",,,,,,,,,,,,,,,,,,
808851,1308851,7831807625,"Gtc.Spv.3 Sp. z o.o.",,"384630551",,,"Mariana Langiewicza 2 lok. 10",,,"Poznań",,"61-502","Wielkopolskie","PL","",,"","",1,"06-02-2024","HEAD OFFICE","limited liability company",2019,"LIMITED","6311Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"30-06-2023","N","PLN",3188.94,-37.63,-37.63,5,,1058.3,1542.08,770.65,,1829.72,1629.72,771.42,2,-1.18,-1.45,0.42,0.42,200
813322,1313322,9223063640,"Fabryka Szkła Sp. z o.o.",,"384837358",,,"al. Aleje Jerozolimskie 89 lok. 43",,,"Warszawa",,"02-001","Mazowieckie","PL","",,"","",1,"03-10-2023","HEAD OFFICE","limited liability company",2019,"LIMITED","2312Z","N",,"",,"31-12-2020","N","PLN",0.69,-7.68,-7.68,,,0,26.96,29.64,,-2.68,-7.68,-2.68,0.91,-1110.89,-28.48,-11.06,-11.06,5
826341,1326341,7010968505,"Pz Properties Sp. z o.o. w likwidacji",,"385461205",,,"Marszałkowska 72 lok. 20",,,"Warszawa",,"00-545","Mazowieckie","PL","",,"","",4,"28-05-2024","HEAD OFFICE","limited liability company",2020,"LIMITED","6810Z","N",,"",,"31-12-2023","N","PLN",101.7,338.5,337.68,0,,0,14.63,,,-195.15,,,,332.84,2313.49,,,5
976123,1476123,5242942091,"Moonie Sp. z o.o.",,"522243017",,,"Łazanowicka 1A",,,"Warszawa",,"03-089","Mazowieckie","PL","",,"hello@moonie.pl","moonie.pl",1,"06-02-2024","HEAD OFFICE","limited liability company",2022,"LIMITED","3240Z","N",2,"moderate condition, probable temporary problems with solvency or keeping the delivery dates.",,"31-12-2022","N","PLN",4138.45,1368.9,1242.22,1,,0,4525.84,1466.48,1717.14,1342.22,1242.22,3059.36,3.09,33.08,30.25,2.37,1.09,100
